Landroid/compat/Compatibility$BehaviorChangeDelegate;->isChangeEnabled(J)Z,blocked,core-platform-api
Landroid/compat/Compatibility$BehaviorChangeDelegate;->onChangeReported(J)V,blocked,core-platform-api
Landroid/compat/Compatibility$ChangeConfig;-><init>(Ljava/util/Set;Ljava/util/Set;)V,blocked,core-platform-api
Landroid/crypto/hpke/HpkeSpi;->engineSeal([B[B)[B,core-platform-api,public-api,sdk,system-api,test-api
Landroid/crypto/hpke/HpkeSpi;->getEncapsulated()[B,core-platform-api,public-api,sdk,system-api,test-api
Landroid/crypto/hpke/XdhKeySpec;-><init>([B)V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/crypto/hpke/XdhKeySpec;->equals(Ljava/lang/Object;)Z,core-platform-api,public-api,sdk,system-api,test-api
Landroid/crypto/hpke/XdhKeySpec;->getFormat()Ljava/lang/String;,core-platform-api,public-api,sdk,system-api,test-api
Landroid/crypto/hpke/XdhKeySpec;->getKey()[B,core-platform-api,public-api,sdk,system-api,test-api
Landroid/crypto/hpke/XdhKeySpec;->hashCode()I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/ErrnoException;-><init>(Ljava/lang/String;I)V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/ErrnoException;-><init>(Ljava/lang/String;ILjava/lang/Throwable;)V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/ErrnoException;->errno:I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/ErrnoException;->functionName:Ljava/lang/String;,lo-prio,max-target-o
Landroid/system/ErrnoException;->getMessage()Ljava/lang/String;,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/ErrnoException;->rethrowAsIOException()Ljava/io/IOException;,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/ErrnoException;->rethrowAsSocketException()Ljava/net/SocketException;,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/GaiException;-><init>(Ljava/lang/String;I)V,lo-prio,max-target-o
Landroid/system/GaiException;-><init>(Ljava/lang/String;ILjava/lang/Throwable;)V,lo-prio,max-target-o
Landroid/system/GaiException;->error:I,lo-prio,max-target-o
Landroid/system/GaiException;->functionName:Ljava/lang/String;,lo-prio,max-target-o
Landroid/system/GaiException;->getMessage()Ljava/lang/String;,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/GaiException;->rethrowAsUnknownHostException()Ljava/net/UnknownHostException;,lo-prio,max-target-o
Landroid/system/GaiException;->rethrowAsUnknownHostException(Ljava/lang/String;)Ljava/net/UnknownHostException;,lo-prio,max-target-o
Landroid/system/Int32Ref;-><init>(I)V,lo-prio,max-target-o
Landroid/system/Int32Ref;->toString()Ljava/lang/String;,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Int32Ref;->value:I,unsupported
Landroid/system/Int64Ref;-><init>(J)V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Int64Ref;->toString()Ljava/lang/String;,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Int64Ref;->value:J,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/NetlinkSocketAddress;-><init>()V,lo-prio,max-target-o
Landroid/system/NetlinkSocketAddress;-><init>(I)V,lo-prio,max-target-o
Landroid/system/NetlinkSocketAddress;-><init>(II)V,core-platform-api,unsupported
Landroid/system/NetlinkSocketAddress;->getGroupsMask()I,core-platform-api,lo-prio,max-target-o
Landroid/system/NetlinkSocketAddress;->getPortId()I,core-platform-api,lo-prio,max-target-o
Landroid/system/NetlinkSocketAddress;->nlGroupsMask:I,lo-prio,max-target-o
Landroid/system/NetlinkSocketAddress;->nlPortId:I,lo-prio,max-target-o
Landroid/system/NetlinkSocketAddress;->toString()Ljava/lang/String;,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;-><init>()V,lo-prio,max-target-o
Landroid/system/Os;->accept(Ljava/io/FileDescriptor;Ljava/net/InetSocketAddress;)Ljava/io/FileDescriptor;,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->accept(Ljava/io/FileDescriptor;Ljava/net/SocketAddress;)Ljava/io/FileDescriptor;,lo-prio,max-target-o
Landroid/system/Os;->access(Ljava/lang/String;I)Z,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->android_getaddrinfo(Ljava/lang/String;Landroid/system/StructAddrinfo;I)[Ljava/net/InetAddress;,lo-prio,max-target-o
Landroid/system/Os;->bind(Ljava/io/FileDescriptor;Ljava/net/InetAddress;I)V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->bind(Ljava/io/FileDescriptor;Ljava/net/SocketAddress;)V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->capget(Landroid/system/StructCapUserHeader;)[Landroid/system/StructCapUserData;,core-platform-api,lo-prio,max-target-o
Landroid/system/Os;->capset(Landroid/system/StructCapUserHeader;[Landroid/system/StructCapUserData;)V,core-platform-api,lo-prio,max-target-o
Landroid/system/Os;->chmod(Ljava/lang/String;I)V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->chown(Ljava/lang/String;II)V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->close(Ljava/io/FileDescriptor;)V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->connect(Ljava/io/FileDescriptor;Ljava/net/InetAddress;I)V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->connect(Ljava/io/FileDescriptor;Ljava/net/SocketAddress;)V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->dup(Ljava/io/FileDescriptor;)Ljava/io/FileDescriptor;,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->dup2(Ljava/io/FileDescriptor;I)Ljava/io/FileDescriptor;,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->environ()[Ljava/lang/String;,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->execv(Ljava/lang/String;[Ljava/lang/String;)V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->execve(Ljava/lang/String;[Ljava/lang/String;[Ljava/lang/String;)V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->fchmod(Ljava/io/FileDescriptor;I)V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->fchown(Ljava/io/FileDescriptor;II)V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->fcntlInt(Ljava/io/FileDescriptor;II)I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->fcntlVoid(Ljava/io/FileDescriptor;I)I,lo-prio,max-target-o
Landroid/system/Os;->fdatasync(Ljava/io/FileDescriptor;)V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->fstat(Ljava/io/FileDescriptor;)Landroid/system/StructStat;,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->fstatvfs(Ljava/io/FileDescriptor;)Landroid/system/StructStatVfs;,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->fsync(Ljava/io/FileDescriptor;)V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->ftruncate(Ljava/io/FileDescriptor;J)V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->gai_strerror(I)Ljava/lang/String;,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->getegid()I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->getenv(Ljava/lang/String;)Ljava/lang/String;,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->geteuid()I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->getgid()I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->getifaddrs()[Landroid/system/StructIfaddrs;,lo-prio,max-target-o
Landroid/system/Os;->getnameinfo(Ljava/net/InetAddress;I)Ljava/lang/String;,lo-prio,max-target-o
Landroid/system/Os;->getpeername(Ljava/io/FileDescriptor;)Ljava/net/SocketAddress;,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->getpgid(I)I,core-platform-api,lo-prio,max-target-o
Landroid/system/Os;->getpid()I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->getppid()I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->getpwnam(Ljava/lang/String;)Landroid/system/StructPasswd;,lo-prio,max-target-o
Landroid/system/Os;->getpwuid(I)Landroid/system/StructPasswd;,lo-prio,max-target-o
Landroid/system/Os;->getrlimit(I)Landroid/system/StructRlimit;,core-platform-api,lo-prio,max-target-o
Landroid/system/Os;->getsockname(Ljava/io/FileDescriptor;)Ljava/net/SocketAddress;,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->getsockoptByte(Ljava/io/FileDescriptor;II)I,lo-prio,max-target-o
Landroid/system/Os;->getsockoptInAddr(Ljava/io/FileDescriptor;II)Ljava/net/InetAddress;,lo-prio,max-target-o
Landroid/system/Os;->getsockoptInt(Ljava/io/FileDescriptor;II)I,core-platform-api,lo-prio,max-target-o
Landroid/system/Os;->getsockoptLinger(Ljava/io/FileDescriptor;II)Landroid/system/StructLinger;,core-platform-api,lo-prio,max-target-o
Landroid/system/Os;->getsockoptTimeval(Ljava/io/FileDescriptor;II)Landroid/system/StructTimeval;,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->getsockoptUcred(Ljava/io/FileDescriptor;II)Landroid/system/StructUcred;,lo-prio,max-target-o
Landroid/system/Os;->gettid()I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->getuid()I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->getxattr(Ljava/lang/String;Ljava/lang/String;)[B,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->if_indextoname(I)Ljava/lang/String;,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->if_nametoindex(Ljava/lang/String;)I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->inet_pton(ILjava/lang/String;)Ljava/net/InetAddress;,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->ioctlInetAddress(Ljava/io/FileDescriptor;ILjava/lang/String;)Ljava/net/InetAddress;,lo-prio,max-target-o
Landroid/system/Os;->ioctlInt(Ljava/io/FileDescriptor;I)I,blocked,core-platform-api
Landroid/system/Os;->isatty(Ljava/io/FileDescriptor;)Z,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->kill(II)V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->lchown(Ljava/lang/String;II)V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->link(Ljava/lang/String;Ljava/lang/String;)V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->listen(Ljava/io/FileDescriptor;I)V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->listxattr(Ljava/lang/String;)[Ljava/lang/String;,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->lseek(Ljava/io/FileDescriptor;JI)J,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->lstat(Ljava/lang/String;)Landroid/system/StructStat;,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->memfd_create(Ljava/lang/String;I)Ljava/io/FileDescriptor;,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->mincore(JJ[B)V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->mkdir(Ljava/lang/String;I)V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->mkfifo(Ljava/lang/String;I)V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->mlock(JJ)V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->mmap(JJIILjava/io/FileDescriptor;J)J,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->msync(JJI)V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->munlock(JJ)V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->munmap(JJ)V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->open(Ljava/lang/String;II)Ljava/io/FileDescriptor;,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->pipe()[Ljava/io/FileDescriptor;,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->pipe2(I)[Ljava/io/FileDescriptor;,core-platform-api,lo-prio,max-target-o
Landroid/system/Os;->poll([Landroid/system/StructPollfd;I)I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->posix_fallocate(Ljava/io/FileDescriptor;JJ)V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->prctl(IJJJJ)I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->pread(Ljava/io/FileDescriptor;Ljava/nio/ByteBuffer;J)I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->pread(Ljava/io/FileDescriptor;[BIIJ)I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->pwrite(Ljava/io/FileDescriptor;Ljava/nio/ByteBuffer;J)I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->pwrite(Ljava/io/FileDescriptor;[BIIJ)I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->read(Ljava/io/FileDescriptor;Ljava/nio/ByteBuffer;)I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->read(Ljava/io/FileDescriptor;[BII)I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->readlink(Ljava/lang/String;)Ljava/lang/String;,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->readv(Ljava/io/FileDescriptor;[Ljava/lang/Object;[I[I)I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->realpath(Ljava/lang/String;)Ljava/lang/String;,core-platform-api,lo-prio,max-target-o
Landroid/system/Os;->recvfrom(Ljava/io/FileDescriptor;Ljava/nio/ByteBuffer;ILjava/net/InetSocketAddress;)I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->recvfrom(Ljava/io/FileDescriptor;[BIIILjava/net/InetSocketAddress;)I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->recvmsg(Ljava/io/FileDescriptor;Landroid/system/StructMsghdr;I)I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->remove(Ljava/lang/String;)V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->removexattr(Ljava/lang/String;Ljava/lang/String;)V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->rename(Ljava/lang/String;Ljava/lang/String;)V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->sendfile(Ljava/io/FileDescriptor;Ljava/io/FileDescriptor;Landroid/system/Int64Ref;J)J,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->sendmsg(Ljava/io/FileDescriptor;Landroid/system/StructMsghdr;I)I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->sendto(Ljava/io/FileDescriptor;Ljava/nio/ByteBuffer;ILjava/net/InetAddress;I)I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->sendto(Ljava/io/FileDescriptor;[BIIILjava/net/InetAddress;I)I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->sendto(Ljava/io/FileDescriptor;[BIIILjava/net/SocketAddress;)I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->setegid(I)V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->setenv(Ljava/lang/String;Ljava/lang/String;Z)V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->seteuid(I)V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->setgid(I)V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->setpgid(II)V,core-platform-api,lo-prio,max-target-o
Landroid/system/Os;->setregid(II)V,core-platform-api,lo-prio,max-target-o
Landroid/system/Os;->setreuid(II)V,core-platform-api,lo-prio,max-target-o
Landroid/system/Os;->setsid()I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->setsockoptByte(Ljava/io/FileDescriptor;III)V,lo-prio,max-target-o
Landroid/system/Os;->setsockoptGroupReq(Ljava/io/FileDescriptor;IILandroid/system/StructGroupReq;)V,lo-prio,max-target-o
Landroid/system/Os;->setsockoptIfreq(Ljava/io/FileDescriptor;IILjava/lang/String;)V,core-platform-api,unsupported
Landroid/system/Os;->setsockoptInt(Ljava/io/FileDescriptor;III)V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->setsockoptIpMreqn(Ljava/io/FileDescriptor;III)V,lo-prio,max-target-o
Landroid/system/Os;->setsockoptLinger(Ljava/io/FileDescriptor;IILandroid/system/StructLinger;)V,core-platform-api,lo-prio,max-target-o
Landroid/system/Os;->setsockoptTimeval(Ljava/io/FileDescriptor;IILandroid/system/StructTimeval;)V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->setuid(I)V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->setxattr(Ljava/lang/String;Ljava/lang/String;[BI)V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->shutdown(Ljava/io/FileDescriptor;I)V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->socket(III)Ljava/io/FileDescriptor;,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->socketpair(IIILjava/io/FileDescriptor;Ljava/io/FileDescriptor;)V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->splice(Ljava/io/FileDescriptor;Landroid/system/Int64Ref;Ljava/io/FileDescriptor;Landroid/system/Int64Ref;JI)J,core-platform-api,lo-prio,max-target-o
Landroid/system/Os;->stat(Ljava/lang/String;)Landroid/system/StructStat;,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->statvfs(Ljava/lang/String;)Landroid/system/StructStatVfs;,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->strerror(I)Ljava/lang/String;,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->strsignal(I)Ljava/lang/String;,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->symlink(Ljava/lang/String;Ljava/lang/String;)V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->sysconf(I)J,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->tcdrain(Ljava/io/FileDescriptor;)V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->tcsendbreak(Ljava/io/FileDescriptor;I)V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->umask(I)I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->uname()Landroid/system/StructUtsname;,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->unlink(Ljava/lang/String;)V,core-platform-api,lo-prio,max-target-o
Landroid/system/Os;->unsetenv(Ljava/lang/String;)V,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->waitpid(ILandroid/system/Int32Ref;I)I,lo-prio,max-target-o
Landroid/system/Os;->write(Ljava/io/FileDescriptor;Ljava/nio/ByteBuffer;)I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->write(Ljava/io/FileDescriptor;[BII)I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/Os;->writev(Ljava/io/FileDescriptor;[Ljava/lang/Object;[I[I)I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/OsConstants;-><init>()V,unsupported
Landroid/system/OsConstants;->AF_INET6:I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/OsConstants;->AF_INET:I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/OsConstants;->AF_NETLINK:I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/OsConstants;->AF_PACKET:I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/OsConstants;->AF_UNIX:I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/OsConstants;->AF_UNSPEC:I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/OsConstants;->AF_VSOCK:I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/OsConstants;->AI_ADDRCONFIG:I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/OsConstants;->AI_ALL:I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/OsConstants;->AI_CANONNAME:I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/OsConstants;->AI_NUMERICHOST:I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/OsConstants;->AI_NUMERICSERV:I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/OsConstants;->AI_PASSIVE:I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/OsConstants;->AI_V4MAPPED:I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/OsConstants;->ARPHRD_ETHER:I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/OsConstants;->ARPHRD_LOOPBACK:I,core-platform-api,unsupported
Landroid/system/OsConstants;->CAP_AUDIT_CONTROL:I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/OsConstants;->CAP_AUDIT_WRITE:I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/OsConstants;->CAP_BLOCK_SUSPEND:I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/OsConstants;->CAP_CHOWN:I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/OsConstants;->CAP_DAC_OVERRIDE:I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/OsConstants;->CAP_DAC_READ_SEARCH:I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/OsConstants;->CAP_FOWNER:I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/OsConstants;->CAP_FSETID:I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/OsConstants;->CAP_IPC_LOCK:I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/OsConstants;->CAP_IPC_OWNER:I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/OsConstants;->CAP_KILL:I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/OsConstants;->CAP_LAST_CAP:I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/OsConstants;->CAP_LEASE:I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/OsConstants;->CAP_LINUX_IMMUTABLE:I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/OsConstants;->CAP_MAC_ADMIN:I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/OsConstants;->CAP_MAC_OVERRIDE:I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/OsConstants;->CAP_MKNOD:I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/OsConstants;->CAP_NET_ADMIN:I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/OsConstants;->CAP_NET_BIND_SERVICE:I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/OsConstants;->CAP_NET_BROADCAST:I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/OsConstants;->CAP_NET_RAW:I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/OsConstants;->CAP_SETFCAP:I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/OsConstants;->CAP_SETGID:I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/OsConstants;->CAP_SETPCAP:I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/OsConstants;->CAP_SETUID:I,core-platform-api,public-api,sdk,system-api,test-api
Landroid/system/OsConstants;->CAP_SYSLOG:I,core-platform-api,public-api,sdk,system-api,test-api
